time  position velocity 
8.857 4.03063049066 0.500029118194
8.877 4.04085728577 0.500028097377
8.897 4.05080215167 0.500027089665
8.917 4.06111106026 0.500026096414
8.937 4.07066355568 0.500025118841
8.957 4.08091187237 0.500024158032
8.977 4.09092996866 0.500023214948
8.997 4.1011545565 0.500022290435
9.017 4.11121676774 0.500021385229
9.036 4.12076026422 0.499993689579
9.057 4.13062578723 0.499965865673
9.077 4.14096982535 0.499969390163
9.096 4.15089097213 0.499972712917
9.117 4.16101166688 0.49997584178
9.137 4.17106613064 0.499978784444
9.157 4.18112423814 0.499981548443
9.176 4.19107708509 0.499984141147
9.197 4.20077030457 0.499986569755
9.217 4.21062056178 0.499988841296
9.236 4.22086382631 0.49999096262
9.256 4.23097384968 0.499966131828
9.277 4.24068443122 0.499941011705
9.297 4.25098370291 0.499947097476
9.317 4.2611950754 0.49995282759
9.337 4.27107980394 0.49995822361
9.356 4.28072374254 0.49996329878
9.377 4.29088190399 0.499968066071
9.396 4.3011265657 0.499972538172
9.417 4.31104050793 0.499976727481
9.437 4.32078901509 0.4999806461
9.457 4.33098461455 0.499984305828
9.477 4.34092889797 0.499987718156
9.497 4.35094586571 0.499990894269
9.517 4.36094520823 0.499993839916
9.537 4.37056532161 0.499996576303
9.557 4.38085599951 0.499999108121
9.577 4.39120453616 0.500001445302
9.597 4.40071730168 0.50000359746
9.617 4.4112377126 0.500005578111
9.636 4.42109038204 0.500007387495
9.656 4.43100348122 0.500009038866
9.676 4.44075424909 0.50001054061
9.697 4.45052738803 0.500011900816
9.717 4.46052225864 0.500013130649
9.737 4.47066943574 0.500014230596
9.757 4.48067943667 0.499988402881
9.777 4.49051323452 0.49996231097
9.796 4.50102478902 0.499967442758
9.816 4.51109681467 0.4999722525
9.836 4.5211348801 0.499976753886
9.856 4.53064199961 0.499980960269
9.876 4.54068169481 0.49998488466
9.897 4.55075410119 0.499988539721
9.916 4.56075697084 0.499991937767
9.936 4.57113326447 0.499995090762
9.957 4.58097021472 0.499971202958
9.976 4.59065610744 0.499946938326
