computed position trajectory
10.7 -0.0234003989875 2.01285972659 -1.00173616217
10.8 -0.0244720907948 2.04074576248 -1.02970479178
10.9 -0.0290352533845 2.07928337408 -1.0614178613
11.0 -0.0284994835465 2.11614504219 -1.10017410526
11.1 -0.0271154494666 2.15344362577 -1.13234199429
11.2 -0.0287835388353 2.19058715448 -1.17196479325
11.3 -0.0277043010412 2.21608382877 -1.20121336689
11.4 -0.0296642365616 2.24728546866 -1.23630048851
11.5 -0.0338681874803 2.27820825523 -1.27784052057
11.6 -0.0389610499592 2.30436151696 -1.31451193151
11.7 -0.0370371378442 2.32834002048 -1.3499335179
11.8 -0.040473542137 2.35308812664 -1.39089481935
11.9 -0.0462288476189 2.37698957228 -1.42980470254
12.0 -0.0518550387862 2.3978312199 -1.47521985096
12.1 -0.0558483709707 2.41240077745 -1.51101330642
12.2 -0.064470045311 2.42951226044 -1.55666778158
12.3 -0.0699343946503 2.44482850018 -1.59762483424
12.4 -0.0703929695754 2.45495021156 -1.62982632257
12.5 -0.069117453706 2.46982011034 -1.6696162215
12.6 -0.0690053922811 2.48099241014 -1.70821842476
12.7 -0.0687554232018 2.48983091862 -1.74933779194
12.8 -0.0679192164275 2.50021533739 -1.79344411745
12.9 -0.0690355831978 2.50706031661 -1.82545319677
13.0 -0.0695712595624 2.51298161583 -1.86656660255
13.1 -0.0704442409887 2.51576108659 -1.89946133415
13.2 -0.0696738446237 2.52003745786 -1.95259051929
13.3 -0.0698919522365 2.52174470686 -1.99212463822
13.4 -0.0703988912941 2.52320089478 -2.04198614506
13.5 -0.0704312100374 2.52123685739 -2.07720851954
13.6 -0.0706966252341 2.5173227326 -2.12845816075
13.7 -0.0710159417341 2.51487661284 -2.17434544877
13.8 -0.0728449547965 2.52008417177 -2.2271388575
13.9 -0.0718983027138 2.52794750363 -2.27978470288
14.0 -0.0713408409875 2.53338633331 -2.3297440407
14.1 -0.0718915769017 2.54017534187 -2.38259126259
